#AdjRefG: Iteration 6 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   7.061345E+02   -1.231491E+02    6.517716E+02   -2.260594E+01   7.061345E+02   -1.231491E+02    6.517716E+02   -2.260594E+01 
   7.510205E+02   -1.016616E+02    6.590397E+02   -2.538291E+01   7.510205E+02   -1.016616E+02    6.590397E+02   -2.538291E+01 
   7.640729E+02   -7.418100E+01    6.522745E+02   -3.757991E+01   7.640729E+02   -7.418100E+01    6.522745E+02   -3.757991E+01 
   7.432593E+02   -4.195648E+01    6.303320E+02   -6.057522E+01   7.432593E+02   -4.195648E+01    6.303320E+02   -6.057522E+01 
   6.909570E+02   -8.721539E+00    5.930796E+02   -9.348715E+01   6.909570E+02   -8.721539E+00    5.930796E+02   -9.348715E+01 
   6.136956E+02    1.978521E+01    5.418711E+02   -1.326186E+02   6.136956E+02    1.978521E+01    5.418711E+02   -1.326186E+02 
   5.210356E+02    3.716147E+01    4.797381E+02   -1.717514E+02   5.210356E+02    3.716147E+01    4.797381E+02   -1.717514E+02 
   4.238238E+02    3.812692E+01    4.111853E+02   -2.033189E+02   4.238238E+02    3.812692E+01    4.111853E+02   -2.033189E+02 
   3.322372E+02    2.014659E+01    3.416043E+02   -2.201506E+02   3.322372E+02    2.014659E+01    3.416043E+02   -2.201506E+02 
   2.540849E+02   -1.567234E+01    2.764369E+02   -2.172552E+02   2.540849E+02   -1.567234E+01    2.764369E+02   -2.172552E+02 
   1.937552E+02   -6.471755E+01    2.202874E+02   -1.930650E+02   1.937552E+02   -6.471755E+01    2.202874E+02   -1.930650E+02 
   1.520152E+02   -1.199824E+02    1.761888E+02   -1.497477E+02   1.520152E+02   -1.199824E+02    1.761888E+02   -1.497477E+02 
   1.266255E+02   -1.737603E+02    1.451752E+02   -9.251534E+01   1.266255E+02   -1.737603E+02    1.451752E+02   -9.251534E+01 
   1.135247E+02   -2.193641E+02    1.262316E+02   -2.821131E+01   1.135247E+02   -2.193641E+02    1.262316E+02   -2.821131E+01 
   1.081958E+02   -2.523619E+02    1.166074E+02    3.630763E+01   1.081958E+02   -2.523619E+02    1.166074E+02    3.630763E+01 
   1.068206E+02   -2.710457E+02    1.124182E+02    9.545069E+01   1.068206E+02   -2.710457E+02    1.124182E+02    9.545069E+01 
   1.069252E+02   -2.761500E+02    1.094191E+02    1.454722E+02   1.069252E+02   -2.761500E+02    1.094191E+02    1.454722E+02 
   1.074087E+02   -2.700795E+02    1.038169E+02    1.843052E+02   1.074087E+02   -2.700795E+02    1.038169E+02    1.843052E+02 
   1.080528E+02   -2.560027E+02    9.297575E+01    2.109175E+02   1.080528E+02   -2.560027E+02    9.297575E+01    2.109175E+02 
   1.087699E+02   -2.371109E+02    7.588091E+01    2.246366E+02   1.087699E+02   -2.371109E+02    7.588091E+01    2.246366E+02 
   1.089124E+02   -2.161784E+02    5.324178E+01    2.248586E+02   1.089124E+02   -2.161784E+02    5.324178E+01    2.248586E+02 
   1.069142E+02   -1.953856E+02    2.717475E+01    2.113363E+02   1.069142E+02   -1.953856E+02    2.717475E+01    2.113363E+02 
   1.003894E+02   -1.762728E+02    4.925786E-01    1.849227E+02   1.003894E+02   -1.762728E+02    4.925786E-01    1.849227E+02 
   8.662754E+01   -1.597011E+02   -2.425947E+01    1.483801E+02   8.662754E+01   -1.597011E+02   -2.425947E+01    1.483801E+02 
   6.326664E+01   -1.457853E+02   -4.578059E+01    1.067672E+02   6.326664E+01   -1.457853E+02   -4.578059E+01    1.067672E+02 
   2.885586E+01   -1.338644E+02   -6.471681E+01    6.703877E+01   2.885586E+01   -1.338644E+02   -6.471681E+01    6.703877E+01 
  -1.693164E+01   -1.226165E+02   -8.384169E+01    3.679708E+01  -1.693164E+01   -1.226165E+02   -8.384169E+01    3.679708E+01 
  -7.353060E+01   -1.103739E+02   -1.076022E+02    2.249190E+01  -7.353060E+01   -1.103739E+02   -1.076022E+02    2.249190E+01 
