#AdjRefG: Iteration 9 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   1.421023E+02   -1.550415E+02    8.672190E+01    9.305651E+01   1.421023E+02   -1.550415E+02    8.672190E+01    9.305651E+01 
   1.222532E+02   -1.674906E+02    1.016182E+02    1.818125E+02   1.222532E+02   -1.674906E+02    1.016182E+02    1.818125E+02 
   1.026151E+02   -1.704831E+02    1.218756E+02    2.562865E+02   1.026151E+02   -1.704831E+02    1.218756E+02    2.562865E+02 
   8.237223E+01   -1.692093E+02    1.472166E+02    3.072052E+02   8.237223E+01   -1.692093E+02    1.472166E+02    3.072052E+02 
   6.089795E+01   -1.690937E+02    1.749068E+02    3.301249E+02   6.089795E+01   -1.690937E+02    1.749068E+02    3.301249E+02 
   3.835287E+01   -1.741183E+02    1.998063E+02    3.257333E+02   3.835287E+01   -1.741183E+02    1.998063E+02    3.257333E+02 
   1.605362E+01   -1.858200E+02    2.153097E+02    2.990016E+02   1.605362E+01   -1.858200E+02    2.153097E+02    2.990016E+02 
  -3.654009E+00   -2.030724E+02    2.150048E+02    2.574735E+02  -3.654009E+00   -2.030724E+02    2.150048E+02    2.574735E+02 
  -1.809838E+01   -2.225324E+02    1.945779E+02    2.091899E+02  -1.809838E+01   -2.225324E+02    1.945779E+02    2.091899E+02 
  -2.538508E+01   -2.395052E+02    1.533617E+02    1.608229E+02  -2.538508E+01   -2.395052E+02    1.533617E+02    1.608229E+02 
  -2.550115E+01   -2.489761E+02    9.500589E+01    1.164881E+02  -2.550115E+01   -2.489761E+02    9.500589E+01    1.164881E+02 
  -2.093846E+01   -2.466263E+02    2.703784E+01    7.748218E+01  -2.093846E+01   -2.466263E+02    2.703784E+01    7.748218E+01 
  -1.645982E+01   -2.297224E+02   -4.054893E+01    4.290718E+01  -1.645982E+01   -2.297224E+02   -4.054893E+01    4.290718E+01 
  -1.790593E+01   -1.978042E+02   -9.723771E+01    1.090379E+01  -1.790593E+01   -1.978042E+02   -9.723771E+01    1.090379E+01 
  -3.029504E+01   -1.530799E+02   -1.338978E+02   -1.993442E+01  -3.029504E+01   -1.530799E+02   -1.338978E+02   -1.993442E+01 
  -5.577459E+01   -1.004043E+02   -1.441908E+02   -4.940701E+01  -5.577459E+01   -1.004043E+02   -1.441908E+02   -4.940701E+01 
  -9.212622E+01   -4.671892E+01   -1.252580E+02   -7.515326E+01  -9.212622E+01   -4.671892E+01   -1.252580E+02   -7.515326E+01 
  -1.324369E+02    8.421815E-02   -7.775926E+01   -9.285915E+01  -1.324369E+02    8.421815E-02   -7.775926E+01   -9.285915E+01 
  -1.662385E+02    3.275877E+01   -5.524879E+00   -9.717923E+01  -1.662385E+02    3.275877E+01   -5.524879E+00   -9.717923E+01 
  -1.819719E+02    4.645431E+01    8.489797E+01   -8.314356E+01  -1.819719E+02    4.645431E+01    8.489797E+01   -8.314356E+01 
  -1.701871E+02    4.017151E+01    1.846582E+02   -4.769471E+01  -1.701871E+02    4.017151E+01    1.846582E+02   -4.769471E+01 
  -1.265914E+02    1.745083E+01    2.830317E+02    9.045547E+00  -1.265914E+02    1.745083E+01    2.830317E+02    9.045547E+00 
  -5.401019E+01   -1.403938E+01    3.680776E+02    8.313602E+01  -5.401019E+01   -1.403938E+01    3.680776E+02    8.313602E+01 
   3.743231E+01   -4.406914E+01    4.277364E+02    1.670278E+02   3.743231E+01   -4.406914E+01    4.277364E+02    1.670278E+02 
   1.321346E+02   -6.227351E+01    4.514263E+02    2.506560E+02   1.321346E+02   -6.227351E+01    4.514263E+02    2.506560E+02 
   2.124849E+02   -6.084170E+01    4.319446E+02    3.232131E+02   2.124849E+02   -6.084170E+01    4.319446E+02    3.232131E+02 
   2.631099E+02   -3.671967E+01    3.672441E+02    3.752072E+02   2.631099E+02   -3.671967E+01    3.672441E+02    3.752072E+02 
   2.747570E+02    7.350387E+00    2.615527E+02    4.002940E+02   2.747570E+02    7.350387E+00    2.615527E+02    4.002940E+02 
   2.467097E+02    6.333532E+01    1.253939E+02    3.963981E+02   2.467097E+02    6.333532E+01    1.253939E+02    3.963981E+02 
   1.870072E+02    1.198991E+02   -2.567169E+01    3.658078E+02   1.870072E+02    1.198991E+02   -2.567169E+01    3.658078E+02 
   1.103480E+02    1.653527E+02   -1.734228E+02    3.142115E+02   1.103480E+02    1.653527E+02   -1.734228E+02    3.142115E+02 
   3.421530E+01    1.907188E+02   -3.000020E+02    2.489574E+02   3.421530E+01    1.907188E+02   -3.000020E+02    2.489574E+02 
  -2.571269E+01    1.919960E+02   -3.909523E+02    1.770599E+02  -2.571269E+01    1.919960E+02   -3.909523E+02    1.770599E+02 
  -5.959281E+01    1.709271E+02   -4.376347E+02    1.035566E+02  -5.959281E+01    1.709271E+02   -4.376347E+02    1.035566E+02 
  -6.576508E+01    1.340474E+02   -4.385630E+02    3.070506E+01  -6.576508E+01    1.340474E+02   -4.385630E+02    3.070506E+01 
  -5.078191E+01    9.034396E+01   -3.994393E+02   -4.177144E+01  -5.078191E+01    9.034396E+01   -3.994393E+02   -4.177144E+01 
  -2.714783E+01    4.832734E+01   -3.319370E+02   -1.155335E+02  -2.714783E+01    4.832734E+01   -3.319370E+02   -1.155335E+02 
  -9.449014E+00    1.351554E+01   -2.514862E+02   -1.920107E+02  -9.449014E+00    1.351554E+01   -2.514862E+02   -1.920107E+02 
  -9.993427E+00   -1.282218E+01   -1.744638E+02   -2.709042E+02  -9.993427E+00   -1.282218E+01   -1.744638E+02   -2.709042E+02 
  -3.519288E+01   -3.327684E+01   -1.152646E+02   -3.493211E+02  -3.519288E+01   -3.327684E+01   -1.152646E+02   -3.493211E+02 
  -8.367791E+01   -5.249729E+01   -8.375341E+01   -4.218194E+02  -8.367791E+01   -5.249729E+01   -8.375341E+01   -4.218194E+02 
  -1.466282E+02   -7.474050E+01   -8.356367E+01   -4.813217E+02  -1.466282E+02   -7.474050E+01   -8.356367E+01   -4.813217E+02 
  -2.101813E+02   -1.017868E+02   -1.115986E+02   -5.205805E+02  -2.101813E+02   -1.017868E+02   -1.115986E+02   -5.205805E+02 
  -2.592267E+02   -1.320783E+02   -1.588952E+02   -5.337424E+02  -2.592267E+02   -1.320783E+02   -1.588952E+02   -5.337424E+02 
  -2.815461E+02   -1.614323E+02   -2.127343E+02   -5.175838E+02  -2.815461E+02   -1.614323E+02   -2.127343E+02   -5.175838E+02 
  -2.712031E+02   -1.850190E+02   -2.595730E+02   -4.721638E+02  -2.712031E+02   -1.850190E+02   -2.595730E+02   -4.721638E+02 
  -2.303078E+02   -1.997360E+02   -2.881319E+02   -4.008487E+02  -2.303078E+02   -1.997360E+02   -2.881319E+02   -4.008487E+02 
  -1.687195E+02   -2.059128E+02   -2.918739E+02   -3.098360E+02  -1.687195E+02   -2.059128E+02   -2.918739E+02   -3.098360E+02 
  -1.017719E+02   -2.075170E+02   -2.702355E+02   -2.073704E+02  -1.017719E+02   -2.075170E+02   -2.702355E+02   -2.073704E+02 
  -4.659294E+01   -2.106572E+02   -2.283057E+02   -1.028126E+02  -4.659294E+01   -2.106572E+02   -2.283057E+02   -1.028126E+02 
  -1.792714E+01   -2.209076E+02   -1.750928E+02   -5.635374E+00  -1.792714E+01   -2.209076E+02   -1.750928E+02   -5.635374E+00 
  -2.447904E+01   -2.405417E+02   -1.209468E+02    7.563513E+01  -2.447904E+01   -2.405417E+02   -1.209468E+02    7.563513E+01 
  -6.666840E+01   -2.668825E+02   -7.494434E+01    1.345080E+02  -6.666840E+01   -2.668825E+02   -7.494434E+01    1.345080E+02 
  -1.363451E+02   -2.925979E+02   -4.301675E+01    1.675304E+02  -1.363451E+02   -2.925979E+02   -4.301675E+01    1.675304E+02 
  -2.185410E+02   -3.080136E+02   -2.730570E+01    1.749844E+02  -2.185410E+02   -3.080136E+02   -2.730570E+01    1.749844E+02 
  -2.948452E+02   -3.046897E+02   -2.677279E+01    1.610100E+02  -2.948452E+02   -3.046897E+02   -2.677279E+01    1.610100E+02 
  -3.475971E+02   -2.789363E+02   -3.864668E+01    1.329532E+02  -3.475971E+02   -2.789363E+02   -3.864668E+01    1.329532E+02 
